연월,지역,성별,연령,count
2017-04,대구,남성,90대 이상,519
2017-04,대구,여성,10대 이하,264
2017-04,대구,여성,20대,7176
2017-04,대구,여성,30대,42128
2017-04,대구,여성,40대,71031
2017-04,대구,여성,50대,78648
2017-04,대구,여성,60대,37670
2017-04,대구,여성,70대,9098
2017-04,대구,여성,80대,2383
2017-04,대구,여성,90대 이상,430
2017-04,인천,남성,10대 이하,544
2017-04,인천,남성,20대,20856
2017-04,인천,남성,30대,143097
2017-04,인천,남성,40대,214693
2017-04,인천,남성,50대,226420
2017-04,인천,남성,60대,122247
2017-04,인천,남성,70대,33960
2017-04,인천,남성,80대,4450
2017-04,인천,남성,90대 이상,420
2017-04,인천,여성,10대 이하,283
2017-04,인천,여성,20대,9185
2017-04,인천,여성,30대,51336
2017-04,인천,여성,40대,75683
2017-04,인천,여성,50대,79609
2017-04,인천,여성,60대,33718
2017-04,인천,여성,70대,7124
2017-04,인천,여성,80대,1848
2017-04,인천,여성,90대 이상,365
2017-04,광주,남성,10대 이하,257
2017-04,광주,남성,20대,10299
2017-04,광주,남성,30대,71919
2017-04,광주,남성,40대,119281
2017-04,광주,남성,50대,119954
2017-04,광주,남성,60대,63512
2017-04,광주,남성,70대,21549
2017-04,광주,남성,80대,3138
2017-04,광주,남성,90대 이상,303
2017-04,광주,여성,10대 이하,137
2017-04,광주,여성,20대,5771
2017-04,광주,여성,30대,31521
2017-04,광주,여성,40대,45924
2017-04,광주,여성,50대,43800
2017-04,광주,여성,60대,18747
2017-04,광주,여성,70대,4848
2017-04,광주,여성,80대,1562
2017-04,광주,여성,90대 이상,406
2017-04,대전,남성,10대 이하,582
2017-04,대전,남성,20대,10987
2017-04,대전,남성,30대,75392
2017-04,대전,남성,40대,121200
2017-04,대전,남성,50대,128490
2017-04,대전,남성,60대,75360
2017-04,대전,남성,70대,22117
2017-04,대전,남성,80대,3402
2017-04,대전,남성,90대 이상,313
2017-04,대전,여성,10대 이하,310
2017-04,대전,여성,20대,5327
2017-04,대전,여성,30대,30248
2017-04,대전,여성,40대,45652
2017-04,대전,여성,50대,46360
2017-04,대전,여성,60대,20356
2017-04,대전,여성,70대,4946
2017-04,대전,여성,80대,1694
2017-04,대전,여성,90대 이상,365
2017-04,울산,남성,10대 이하,314
2017-04,울산,남성,20대,8743
2017-04,울산,남성,30대,64756
2017-04,울산,남성,40대,101400
2017-04,울산,남성,50대,129975
2017-04,울산,남성,60대,68454
2017-04,울산,남성,70대,16108
2017-04,울산,남성,80대,1689
2017-04,울산,남성,90대 이상,133
2017-04,울산,여성,10대 이하,147
2017-04,울산,여성,20대,3590
2017-04,울산,여성,30대,20381
2017-04,울산,여성,40대,31632
2017-04,울산,여성,50대,32500
2017-04,울산,여성,60대,14356
2017-04,울산,여성,70대,2856
2017-04,울산,여성,80대,804
2017-04,울산,여성,90대 이상,177
2017-04,세종,남성,10대 이하,56
2017-04,세종,남성,20대,1501
2017-04,세종,남성,30대,17641
2017-04,세종,남성,40대,27930
2017-04,세종,남성,50대,19462
2017-04,세종,남성,60대,10966
2017-04,세종,남성,70대,3068
2017-04,세종,남성,80대,513
2017-04,세종,남성,90대 이상,42
2017-04,세종,여성,10대 이하,29
2017-04,세종,여성,20대,981
2017-04,세종,여성,30대,7558
2017-04,세종,여성,40대,9065
2017-04,세종,여성,50대,6696
2017-04,세종,여성,60대,3034
2017-04,세종,여성,70대,614
2017-04,세종,여성,80대,245
2017-04,세종,여성,90대 이상,42
2017-04,경기,남성,10대 이하,2525
2017-04,경기,남성,20대,80826
2017-04,경기,남성,30대,634440
2017-04,경기,남성,40대,1038957
2017-04,경기,남성,50대,1019666
2017-04,경기,남성,60대,534437
2017-04,경기,남성,70대,164774
2017-04,경기,남성,80대,27207
2017-04,경기,남성,90대 이상,2112
2017-04,경기,여성,10대 이하,1329
2017-04,경기,여성,20대,37745
2017-04,경기,여성,30대,224747
2017-04,경기,여성,40대,357242
2017-04,경기,여성,50대,356803
2017-04,경기,여성,60대,156183
2017-04,경기,여성,70대,39882
2017-04,경기,여성,80대,9919
2017-04,경기,여성,90대 이상,1754
2017-04,강원,남성,10대 이하,233
2017-04,강원,남성,20대,12211
2017-04,강원,남성,30대,67969
2017-04,강원,남성,40대,125554
2017-04,강원,남성,50대,151035
2017-04,강원,남성,60대,103093
2017-04,강원,남성,70대,38800
2017-04,강원,남성,80대,6415
2017-04,강원,남성,90대 이상,484
2017-04,강원,여성,10대 이하,135
2017-04,강원,여성,20대,5176
2017-04,강원,여성,30대,27482
2017-04,강원,여성,40대,45900
2017-04,강원,여성,50대,54021
2017-04,강원,여성,60대,27875
2017-04,강원,여성,70대,6981
2017-04,강원,여성,80대,1834
2017-04,강원,여성,90대 이상,288
2017-04,충북,남성,10대 이하,358
2017-04,충북,남성,20대,13350
2017-04,충북,남성,30대,81164
2017-04,충북,남성,40대,136626
2017-04,충북,남성,50대,160077
2017-04,충북,남성,60대,101657
2017-04,충북,남성,70대,32147
2017-04,충북,남성,80대,4864
2017-04,충북,남성,90대 이상,373
2017-04,충북,여성,10대 이하,208
2017-04,충북,여성,20대,6303
2017-04,충북,여성,30대,31007
2017-04,충북,여성,40대,46603
2017-04,충북,여성,50대,53300
2017-04,충북,여성,60대,24643
2017-04,충북,여성,70대,5700
2017-04,충북,여성,80대,1827
2017-04,충북,여성,90대 이상,315
2017-04,충남,남성,10대 이하,300
2017-04,충남,남성,20대,18451
2017-04,충남,남성,30대,124905
2017-04,충남,남성,40대,192166
2017-04,충남,남성,50대,205424
2017-04,충남,남성,60대,129066
2017-04,충남,남성,70대,44173
2017-04,충남,남성,80대,7331
2017-04,충남,남성,90대 이상,534
2017-04,충남,여성,10대 이하,195
2017-04,충남,여성,20대,8496
2017-04,충남,여성,30대,41769
2017-04,충남,여성,40대,60058
2017-04,충남,여성,50대,67147
2017-04,충남,여성,60대,31468
2017-04,충남,여성,70대,7680
2017-04,충남,여성,80대,2649
2017-04,충남,여성,90대 이상,420
2017-04,전북,남성,10대 이하,424
2017-04,전북,남성,20대,12814
2017-04,전북,남성,30대,82025
2017-04,전북,남성,40대,152335
2017-04,전북,남성,50대,175080
2017-04,전북,남성,60대,116788
2017-04,전북,남성,70대,43712
2017-04,전북,남성,80대,7211
2017-04,전북,남성,90대 이상,695
2017-04,전북,여성,10대 이하,237
2017-04,전북,여성,20대,6714
2017-04,전북,여성,30대,33039
2017-04,전북,여성,40대,53485
2017-04,전북,여성,50대,60450
2017-04,전북,여성,60대,30276
2017-04,전북,여성,70대,8793
2017-04,전북,여성,80대,3652
2017-04,전북,여성,90대 이상,827
2017-04,전남,남성,10대 이하,449
2017-04,전남,남성,20대,12818
2017-04,전남,남성,30대,83758
2017-04,전남,남성,40대,153514
2017-04,전남,남성,50대,189874
2017-04,전남,남성,60대,124114
2017-04,전남,남성,70대,45656
2017-04,전남,남성,80대,6635
2017-04,전남,남성,90대 이상,663
2017-04,전남,여성,10대 이하,268
2017-04,전남,여성,20대,6141
2017-04,전남,여성,30대,31393
2017-04,전남,여성,40대,48887
2017-04,전남,여성,50대,58627
2017-04,전남,여성,60대,28307
2017-04,전남,여성,70대,8625
2017-04,전남,여성,80대,3631
2017-04,전남,여성,90대 이상,712
2017-04,경북,남성,10대 이하,335
2017-04,경북,남성,20대,19489
2017-04,경북,남성,30대,133866
2017-04,경북,남성,40대,235230
2017-04,경북,남성,50대,296691
2017-04,경북,남성,60대,207149
2017-04,경북,남성,70대,69878
2017-04,경북,남성,80대,10057
2017-04,경북,남성,90대 이상,778
2017-04,경북,여성,10대 이하,192
2017-04,경북,여성,20대,8795
2017-04,경북,여성,30대,47705
2017-04,경북,여성,40대,73716
2017-04,경북,여성,50대,90726
2017-04,경북,여성,60대,45757
2017-04,경북,여성,70대,10569
2017-04,경북,여성,80대,3396
2017-04,경북,여성,90대 이상,590
2017-04,경남,남성,10대 이하,796
2017-04,경남,남성,20대,23250
2017-04,경남,남성,30대,172888
2017-04,경남,남성,40대,292391
2017-04,경남,남성,50대,329276
2017-04,경남,남성,60대,202694
2017-04,경남,남성,70대,59423
2017-04,경남,남성,80대,8138
2017-04,경남,남성,90대 이상,649
2017-04,경남,여성,10대 이하,412
2017-04,경남,여성,20대,10477
2017-04,경남,여성,30대,62013
2017-04,경남,여성,40대,97337
2017-04,경남,여성,50대,105605
2017-04,경남,여성,60대,47697
2017-04,경남,여성,70대,10469
2017-04,경남,여성,80대,3539
2017-04,경남,여성,90대 이상,616
2017-04,제주,남성,10대 이하,191
2017-04,제주,남성,20대,4745
2017-04,제주,남성,30대,32135
2017-04,제주,남성,40대,60941
2017-04,제주,남성,50대,62462
2017-04,제주,남성,60대,36860
2017-04,제주,남성,70대,15274
2017-04,제주,남성,80대,2614
2017-04,제주,남성,90대 이상,139
2017-04,제주,여성,10대 이하,100
2017-04,제주,여성,20대,2886
2017-04,제주,여성,30대,15782
2017-04,제주,여성,40대,25653
2017-04,제주,여성,50대,26791
2017-04,제주,여성,60대,12636
2017-04,제주,여성,70대,3114
2017-04,제주,여성,80대,819
2017-04,제주,여성,90대 이상,169
2017-05,합계,남성,10대 이하,9759
2017-05,합계,남성,20대,331012
2017-05,합계,남성,30대,2415652
2017-05,합계,남성,40대,3925689
2017-05,합계,남성,50대,4212713
2017-05,합계,남성,60대,2571065
2017-05,합계,남성,70대,837550
2017-05,합계,남성,80대,126545
2017-05,합계,남성,90대 이상,11151
2017-05,합계,여성,10대 이하,5280
2017-05,합계,여성,20대,153850
2017-05,합계,여성,30대,877940
2017-05,합계,여성,40대,1351158
2017-05,합계,여성,50대,1430277
2017-05,합계,여성,60대,681096
2017-05,합계,여성,70대,170376
2017-05,합계,여성,80대,48373
2017-05,합계,여성,90대 이상,9363
2017-05,서울,남성,10대 이하,1341
2017-05,서울,남성,20대,36112
2017-05,서울,남성,30대,360324
2017-05,서울,남성,40대,536714
2017-05,서울,남성,50대,532507
2017-05,서울,남성,60대,370774
2017-05,서울,남성,70대,133165
2017-05,서울,남성,80대,20183
2017-05,서울,남성,90대 이상,2425
2017-05,서울,여성,10대 이하,729
2017-05,서울,여성,20대,17205
2017-05,서울,여성,30대,125129
2017-05,서울,여성,40대,185581
2017-05,서울,여성,50대,183625
2017-05,서울,여성,60대,105344
2017-05,서울,여성,70대,29744
2017-05,서울,여성,80대,6553
2017-05,서울,여성,90대 이상,1521
2017-05,부산,남성,10대 이하,536
2017-05,부산,남성,20대,19025
2017-05,부산,남성,30대,141042
2017-05,부산,남성,40대,208462
2017-05,부산,남성,50대,234055
2017-05,부산,남성,60대,167006
2017-05,부산,남성,70대,52189
2017-05,부산,남성,80대,7037
2017-05,부산,남성,90대 이상,658
2017-05,부산,여성,10대 이하,303
2017-05,부산,여성,20대,8216
2017-05,부산,여성,30대,49408
2017-05,부산,여성,40대,73784
2017-05,부산,여성,50대,82291
2017-05,부산,여성,60대,43428
2017-05,부산,여성,70대,10103
2017-05,부산,여성,80대,2463
2017-05,부산,여성,90대 이상,524
2017-05,대구,남성,10대 이하,500
2017-05,대구,남성,20대,17272
2017-05,대구,남성,30대,115436
2017-05,대구,남성,40대,202206
2017-05,대구,남성,50대,228332
2017-05,대구,남성,60대,138665
2017-05,대구,남성,70대,44248
2017-05,대구,남성,80대,6705
2017-05,대구,남성,90대 이상,508
2017-05,대구,여성,10대 이하,260
2017-05,대구,여성,20대,7403
2017-05,대구,여성,30대,42392
2017-05,대구,여성,40대,71318
2017-05,대구,여성,50대,78853
2017-05,대구,여성,60대,37551
2017-05,대구,여성,70대,9020
2017-05,대구,여성,80대,2353
2017-05,대구,여성,90대 이상,412
2017-05,인천,남성,10대 이하,546
2017-05,인천,남성,20대,21641
2017-05,인천,남성,30대,144132
2017-05,인천,남성,40대,214742
2017-05,인천,남성,50대,226468
2017-05,인천,남성,60대,121981
2017-05,인천,남성,70대,33752
2017-05,인천,남성,80대,4399
2017-05,인천,남성,90대 이상,415
2017-05,인천,여성,10대 이하,285
2017-05,인천,여성,20대,9406
2017-05,인천,여성,30대,51661
2017-05,인천,여성,40대,75914
2017-05,인천,여성,50대,79734
2017-05,인천,여성,60대,33658
2017-05,인천,여성,70대,7091
2017-05,인천,여성,80대,1835
2017-05,인천,여성,90대 이상,356
2017-05,광주,남성,10대 이하,257
2017-05,광주,남성,20대,10698
2017-05,광주,남성,30대,72444
2017-05,광주,남성,40대,119430
2017-05,광주,남성,50대,119946
2017-05,광주,남성,60대,63440
2017-05,광주,남성,70대,21437
2017-05,광주,남성,80대,3077
2017-05,광주,남성,90대 이상,294
2017-05,광주,여성,10대 이하,135
2017-05,광주,여성,20대,5963
2017-05,광주,여성,30대,31693
2017-05,광주,여성,40대,46099
2017-05,광주,여성,50대,43860
2017-05,광주,여성,60대,18690
2017-05,광주,여성,70대,4821
2017-05,광주,여성,80대,1531
2017-05,광주,여성,90대 이상,392
2017-05,대전,남성,10대 이하,578
2017-05,대전,남성,20대,11368
2017-05,대전,남성,30대,75708
2017-05,대전,남성,40대,121078
2017-05,대전,남성,50대,128262
2017-05,대전,남성,60대,75126
2017-05,대전,남성,70대,21966
2017-05,대전,남성,80대,3359
2017-05,대전,남성,90대 이상,310
2017-05,대전,여성,10대 이하,306
2017-05,대전,여성,20대,5528
2017-05,대전,여성,30대,30414
2017-05,대전,여성,40대,45734
2017-05,대전,여성,50대,46415
2017-05,대전,여성,60대,20280
2017-05,대전,여성,70대,4916
2017-05,대전,여성,80대,1680
2017-05,대전,여성,90대 이상,361
2017-05,울산,남성,10대 이하,316
2017-05,울산,남성,20대,8989
2017-05,울산,남성,30대,65016
2017-05,울산,남성,40대,101477
2017-05,울산,남성,50대,130142
2017-05,울산,남성,60대,68307
2017-05,울산,남성,70대,15979
2017-05,울산,남성,80대,1654
2017-05,울산,남성,90대 이상,134
2017-05,울산,여성,10대 이하,147
2017-05,울산,여성,20대,3669
2017-05,울산,여성,30대,20521
2017-05,울산,여성,40대,31700
2017-05,울산,여성,50대,32555
2017-05,울산,여성,60대,14340
2017-05,울산,여성,70대,2830
2017-05,울산,여성,80대,790
2017-05,울산,여성,90대 이상,170
2017-05,세종,남성,10대 이하,57
2017-05,세종,남성,20대,1561
2017-05,세종,남성,30대,18162
2017-05,세종,남성,40대,28459
2017-05,세종,남성,50대,19848
2017-05,세종,남성,60대,11143
2017-05,세종,남성,70대,3088
2017-05,세종,남성,80대,505
2017-05,세종,남성,90대 이상,41
2017-05,세종,여성,10대 이하,30
2017-05,세종,여성,20대,1038
2017-05,세종,여성,30대,7758
2017-05,세종,여성,40대,9292
2017-05,세종,여성,50대,6815
2017-05,세종,여성,60대,3100
2017-05,세종,여성,70대,617
2017-05,세종,여성,80대,241
2017-05,세종,여성,90대 이상,40
2017-05,경기,남성,10대 이하,2541
2017-05,경기,남성,20대,83504
2017-05,경기,남성,30대,639480
2017-05,경기,남성,40대,1041330
2017-05,경기,남성,50대,1020521
2017-05,경기,남성,60대,533777
2017-05,경기,남성,70대,164072
2017-05,경기,남성,80대,26919
2017-05,경기,남성,90대 이상,2097
2017-05,경기,여성,10대 이하,1339
2017-05,경기,여성,20대,38937
2017-05,경기,여성,30대,226731
2017-05,경기,여성,40대,358678
2017-05,경기,여성,50대,357857
2017-05,경기,여성,60대,156125
2017-05,경기,여성,70대,39641
2017-05,경기,여성,80대,9827
2017-05,경기,여성,90대 이상,1714
2017-05,강원,남성,10대 이하,233
2017-05,강원,남성,20대,12555
2017-05,강원,남성,30대,68517
2017-05,강원,남성,40대,125861
2017-05,강원,남성,50대,151306
2017-05,강원,남성,60대,103061
2017-05,강원,남성,70대,38635
2017-05,강원,남성,80대,6356
2017-05,강원,남성,90대 이상,474
2017-05,강원,여성,10대 이하,133
2017-05,강원,여성,20대,5284
2017-05,강원,여성,30대,27720
2017-05,강원,여성,40대,46093
2017-05,강원,여성,50대,54235
2017-05,강원,여성,60대,27894
2017-05,강원,여성,70대,6947
2017-05,강원,여성,80대,1819
2017-05,강원,여성,90대 이상,286
2017-05,충북,남성,10대 이하,357
2017-05,충북,남성,20대,13797
2017-05,충북,남성,30대,81547
2017-05,충북,남성,40대,136789
2017-05,충북,남성,50대,160329
2017-05,충북,남성,60대,101568
2017-05,충북,남성,70대,32008
2017-05,충북,남성,80대,4800
2017-05,충북,남성,90대 이상,368
2017-05,충북,여성,10대 이하,206
2017-05,충북,여성,20대,6490
2017-05,충북,여성,30대,31232
2017-05,충북,여성,40대,46777
2017-05,충북,여성,50대,53429
2017-05,충북,여성,60대,24624
2017-05,충북,여성,70대,5661
2017-05,충북,여성,80대,1817
2017-05,충북,여성,90대 이상,304
2017-05,충남,남성,10대 이하,298
2017-05,충남,남성,20대,19028
2017-05,충남,남성,30대,125925
